0	In             	O               	[NA]                	[0]
4	onto           	B-MOTION_SIGNAL 	[NA]                	[4]
5	Dennis         	O               	[NA]                	[5]
6	leg            	B-SPATIAL_ENTITY	[NA]                	[6]
7	.              	O               	[NA]                	[7]


0	He             	O               	[NA]                	[0]
1	was            	O               	[NA]                	[1]
2	nâ€™t          	O               	[NA]                	[2]
3	very           	O               	[NA]                	[3]
4	excited        	O               	[NA]                	[4]
5	.              	O               	[NA]                	[5]


0	Stopping       	O               	[NA]                	[0]
1	to             	O               	[NA]                	[1]
2	camp           	O               	[NA]                	[2]
3	for            	O               	[NA]                	[3]
4	the            	O               	[NA]                	[4]
5	night          	O               	[NA]                	[5]
6	,              	O               	[NA]                	[6]
7	we             	B-SPATIAL_ENTITY	[NA]                	[7]
8	asked          	O               	[NA]                	[8]
9	a              	O               	[NA]                	[9]
10	retired        	O               	[NA]                	[10]
11	American       	B-SPATIAL_ENTITY	[mover]             	[13]
12	who            	O               	[NA]                	[12]
13	moved          	B-MOTION        	[NA]                	[13]
14	to             	B-MOTION_SIGNAL 	[NA]                	[14]
15	Belize         	B-PLACE         	[NA]                	[15]
16	if             	O               	[NA]                	[16]
17	we             	B-SPATIAL_ENTITY	[NA]                	[17]
18	could          	O               	[NA]                	[18]
19	camp           	B-NONMOTION_EVENT	[trajector]         	[20]
20	on             	B-SPATIAL_SIGNAL	[NA]                	[20]
21	his            	O               	[NA]                	[21]
22	lawn           	B-PLACE         	[landmark]          	[20]
23	.              	O               	[NA]                	[23]


0	His            	O               	[NA]                	[0]
1	owner          	B-SPATIAL_ENTITY	[NA]                	[1]
2	tried          	O               	[NA]                	[2]
3	to             	O               	[NA]                	[3]
4	put            	O               	[NA]                	[4]
5	the            	O               	[NA]                	[5]
6	jaguar         	B-SPATIAL_ENTITY	[trajector]         	[7]
7	inside         	B-SPATIAL_SIGNAL	[NA]                	[7]
8	,              	O               	[NA]                	[8]
9	but            	O               	[NA]                	[9]
10	the            	O               	[NA]                	[10]
11	kitten         	B-SPATIAL_ENTITY	[mover]             	[16]
12	scratched      	O               	[NA]                	[12]
13	the            	O               	[NA]                	[13]
14	man            	B-SPATIAL_ENTITY	[NA]                	[14]
15	and            	O               	[NA]                	[15]
16	ran            	B-MOTION        	[NA]                	[16]
17	off            	B-MOTION_SIGNAL 	[NA]                	[17]
18	,              	O               	[NA]                	[18]
19	this           	O               	[NA]                	[19]
20	time           	O               	[NA]                	[20]
21	with           	O               	[NA]                	[21]
22	Dennis         	O               	[NA]                	[22]
23	’              	O               	[NA]                	[23]
24	bike           	O               	[NA]                	[24]
25	helmet         	B-SPATIAL_ENTITY	[mover]             	[16]
26	.              	O               	[NA]                	[26]


0	I              	B-SPATIAL_ENTITY	[NA]                	[0]
1	asked          	O               	[NA]                	[1]
2	the            	O               	[NA]                	[2]
3	customs        	O               	[NA]                	[3]
4	agent          	O               	[NA]                	[4]
5	how            	O               	[NA]                	[5]
6	many           	O               	[NA]                	[6]
7	kilometers     	O               	[NA]                	[7]
8	it             	O               	[NA]                	[8]
9	was            	O               	[NA]                	[9]
